X,Y,OBJECTID,DCA_ID,TITLE,TYPE,NUMBER_,LOCATION,GANUM,COUNTY_ID,COUNTY_FIP,COUNTY_NM,SDR_NUMBER,RDC_NUMBER,RDC_2001,LONGITUDE,LATITUDE,CONDITION,COMMENT,GlobalID,last_edited_date
-84.321126433998231,33.771634968360395,193,884,Georgia Railway and Power Company Trolley Waiting,GHS,44-1,"Ponce de Leon Ave at East Lake Drive, Atlanta",0,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.321122,33.771629,1, ,{594C6DD3-96D5-4E23-8181-E2DAC012D864},
-84.304810633463077,33.772641961233205,194,934,The Swanton House,GHM,044-30,"716 West Trinity Place, Decatur",819,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.304806,33.772636,1, ,{A4364AC3-6C4F-4D1D-8730-C33E5444ECCF},
-84.304506452850489,33.772780742183386,195,900,Mary Gay House,GHM,044-89,"716 West Trinity Place, Decatur",1872,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.304502,33.772774,1, ,{264B6D45-B20C-4966-9A9A-4CAA6B966253},
-84.300865381515479,33.773468039222792,196,924,The Beacon Community (Side 1),CDec, ,"Beacon Hill Arts Center, W. Trinity at Electric Ave, Decatur",0,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.300861,33.773462,1, ,{C718008C-2F0B-4ADB-987E-F2B551E42194},
-84.300872780069483,33.773462187558764,197,925,The Beacon Community (Side 2),CDec, ,"Beacon Hill Arts Center, W. Trinity at Electric Ave, Decatur",0,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.300869,33.773456,1, ,{66F20D79-791A-4339-B7F0-C0C7187E023C},
-84.296556599099986,33.774963227307488,198,880,Garrard's Cavalry Raid,GHM,044-82,"Old Courthouse, Decatur",1264,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.296552,33.774957,1, ,{AA21D3DE-6554-4D2F-AC80-F72E8EF1672D},
-84.29641015407887,33.774961664602557,199,933,The Stoneman Raid,GHM,044-83,"Old Courthouse, Decatur",1298,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.296406,33.774955,1, ,{ABDAF88C-D1BD-47A4-A204-5AB15F7F6333},
-84.296424700805275,33.775334032286935,200,941,Wheeler's Cav. at Decatur,GHM,044-31,"Old Courthouse, Decatur",911,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.296421,33.775328,3, ,{D14A8C38-F155-40F6-9EB2-C7172E3DB704},
-84.296549755650616,33.775332188498325,201,871,DeKalb County,GHM,044-29.5,"Old Courthouse, Decatur",739,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.296546,33.775326,1, ,{2D972F52-D467-4E16-9254-F2D4BD9745A3},
-84.296656013030301,33.775416235173658,202,917,Steatite Boulder,GHM,044-1,"Old Courthouse, Decatur",112,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.296652,33.77541,1, ,{60FD2635-E6B5-492A-9F5C-0AD19797D76C},
-84.291792411064534,33.777960985722594,203,890,Historic Decatur Cemetery, , ,"Inside front gate, Old City Cemetery, Decatur",0,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.291788,33.777955,1, ,{767FA919-82BB-4B8C-A679-338B3AED0A6E},
-84.265993551462401,33.775489728690189,204,926,The Gutzon Borglum House Avondale Estates,GHM,044-90,Just off US 278 & Avondale Road in Avondale Estates,1887,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.265989,33.775483,1, ,{7984AECA-F966-4D7C-B662-CB9FBF5980CC},
-84.321102998308319,33.789288674809704,205,914,Site: Judge James Paden House: Gen. J. D. Cox's H',GHM,044-25,North Decatur Rd at Clifton Rd,468,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.321099,33.789282,1, ,{28FFD1BC-D355-4610-BB15-B89DC4D52545},
-84.305816157477125,33.796662864403366,206,913,Site: J. Oliver Powell House - Sherman's Headquart,GHM,044-24,1481 Clairmont Road,467,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.305812,33.796656,1, ,{21D6037A-A1C4-47A8-B314-AB475DEABF37},
-84.307247862001276,33.812637742555005,207,923,The 16th & 23rd Corps March to Decatur,GHM,044-23,Just east of Clairmont and N. Druid Hills Road intersection,466,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.307244,33.812631,1, ,{E6BA6EAC-0541-40B8-B53A-4D6EA5581D6D},
-84.322068564015908,33.842278084427228,208,942,Wm. Johnston's Mill,GHM,044-13,"Briarwood Rd SE of Buford Hwy at North Fork, Peachtree Creek",506,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.322064,33.842272,2, ,{9F0C2F3D-DB2F-4BA1-8090-DAB8BA7DCC24},
-84.281307934807344,33.855056565694113,209,874,Dodge's & Blair's Columns Separate,GHM,044-19,Briarcliff Rd at Shallowford Rd,462,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.281304,33.85505,1, ,{928C67A8-17A6-4792-B91D-179116EEFF8D},
-84.257516693707586,33.849270455402646,210,895,Logan's 15th & Blair's 17th A.C. to Decatur,GHM,044-20,Briarcliff and Henderson Mill Roads,463,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.257513,33.849264,1, ,{48E31D87-B84B-4314-BA5B-CB20A05CC3B3},
-84.257484615829298,33.849302767785794,211,927,The March to Decatur,GHM,044-21,Briarcliff and Henderson Mill Roads,464,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.25748,33.849296,3, ,{992964E6-E5FC-4B09-A0FE-3981B375F15F},
-84.252321583093675,33.859988762642679,212,912,Site: Henderson's Mill,GHM,044-18,"Henderson Mill Rd between Briarcliff & Midvale Rds, S of crk",461,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.252317,33.859982,1, ,{E571215A-9F8D-4663-A711-5A9BE7D388AB},
-84.255673004531204,33.826240685151127,213,877,Federal Left Wing to Decatur,GHM,044-22,Lawrenceville Hwy (US 29) at Montreal Road,465,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.255669,33.826234,4, ,{6A9BA649-8441-4B88-83A8-06AA7A92FE0C},
-84.2181917834709,33.849754863144689,214,879,Garrard & Lightburn to Stone Mountain,GHM,044-15,"Fellowship Rd just S of Lawrenceville Hwy (US 29), Tucker",458,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.218188,33.849748,1, ,{3F8D4977-8187-472C-8D79-B55B204B3702},
-84.216938080429614,33.854661974132007,215,865,Browning's Court House,GHM,044-14,"LaVista Road at Fellowship Road, Tucker",457,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.216934,33.854656,3, ,{7B1C11E4-4D2C-44BC-8F05-5822922DE6D8},
-84.228421271295915,33.852886559095204,216,898,Logan's Corps Moves To Henderson's Mill,GHM,044-17,"LaVista Rd at Midville Rd, west of Tucker",460,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.228417,33.85288,1, ,{0BF379AB-FAF2-4DDC-B155-5E278822BC75},
-84.220350645195268,33.880979424934203,217,897,Logan's 15th Corps & Garrard's Cavalry,GHM,044-9,Chamblee-Tucker Rd just west of Pleasantdale Road,455,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.220346,33.880973,1, ,{46DFF71B-0985-4E48-AEE2-97DA095366F9},
-84.30725926445389,33.876414514651749,218,854,1917 * Camp Gordon * 1919,GHM,044-91,Main entrance drive to Peachtree-DeKalb airport,1906,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.307255,33.876408,1, ,{EEBC8E65-24A4-423C-BB19-C7998B34B976},
-84.307022014392601,33.876397264446609,219,855,1941 * Naval Air Station * 1959,GHM,044-92,Main entrance drive to Peachtree-DeKalb airport,1920,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.307018,33.876391,1, ,{DF85899A-D316-4C60-A7F9-1A444087A15F},
-84.327553903060902,33.875660044893195,220,932,The Samuel House Plantation,GHM,044-10,Peachtree Rd at Ashford Dunwoody Rd,504,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.32755,33.875654,3, ,{583AF6F5-A7A6-4CEC-9400-C61C8CFA2CEC},
-84.330645044594263,33.873838036354577,221,905,Oglethorpe University,GHM,044-70,"4484 Peachtree Road, Atlanta",1951,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.330641,33.873832,1, ,{343871CE-37CA-4C86-A5AF-3FB4B8C61E62},
-84.531863605671234,33.778043672619411,222,1113,Birthplace of Allison Nelson,GHM,060-150,Ga 139 1/4 mile east of Chattahoochee River,900,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.531859,33.778037,1, ,{58C341FC-2511-4FB5-B77C-FF92651D7E45},
-84.514238608786599,33.800054591577833,223,684,Johnston's River Line,GHM,033-72,US 78 at Oakdale Rd,381,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514234,33.800048,3, ,{CB74C853-0123-4F51-A022-F3E7C16D93C8},
-84.526585198430325,33.804291631659105,224,663,Federals Halted by Johnston's River Line,GHM,033-71,US 78 at ridge west of Nickajack Creek at Queen Mill Rd,380,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.526581,33.804285,1, ,{21157CD6-CF07-46B7-ABE6-F7F1BC7B6733},
-84.537749210184771,33.812472273519312,225,675,Georgia Militia on Turner's Ferry Road,GHM,033-70,"US 78 at Mt Harmony church, 2 mi W of Chattahoochee River",379,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.537745,33.812466,1, ,{33D43D12-15DA-4011-A86F-F0D10E110A27},
-84.559744560313305,33.81302832695124,226,634,Advance of the 17th A.C. Toward the River,GHM,033-69,US 78 at Harding Drive,378,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.55974,33.813022,3, ,{20878A38-E401-4258-B55B-A9D3E9752097},
-84.571892235706272,33.811220544767082,227,746,The Mitchell House,GHM,033-67,Ga 139 southeast of Mableton (at Old Alabama Road),376,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.571888,33.811214,4, ,{1F0C4399-04F7-4721-A656-376D53EAF7A5},
-84.572008641836234,33.812342803073584,228,749,Toward the River,GHM,033-68,Ga 139 SE of Mableton at the Cobb County Library,377,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.572004,33.812336,3, ,{BA405C5A-FF89-4944-A6BF-5637F34FBF2C},
-84.575518503291875,33.817409898071666,229,751,"Turner's, Howell's Baker's & Sandtown Ferries",GHM,033-66,Ga 139 just southeast of US 78 in Mableton,375,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.575514,33.817403,1, ,{9C6D3F03-AA71-4621-8339-7B6FF92DE1FE},
-84.575221479884931,33.826957103322066,230,743,The Mable House,GHM,033-65,"5239 Floyd Road (at the house), north of Mableton",374,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.575217,33.826951,1, ,{85340A92-EE14-4878-AC0B-89D67E2FAC8C},
-84.582643607672296,33.844793833386561,231,630,"""The Only Advantage of the Day""",GHM,033-62,Intersection of Concord Rd and Floyd Rd north of Mableton,371,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.582639,33.844787,1, ,{BB73150D-5C21-48F5-9B2D-3EAD225E3C33},
-84.580855169761847,33.844788864594364,232,717,Site-Wm. Moss House,GHM,033-63,Concord Road at Westfield Road,372,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.580851,33.844782,1, ,{1525799B-EAC9-4994-AD9C-E902BA70CE99},
-84.57885496571437,33.844749880394765,233,740,The Extended Right,GHM,033-64,Concord Road at Hicks Road,373,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.578851,33.844743,1, ,{E69E145B-94C5-4699-8E91-BD99AEEC9CF1},
-84.578379685112722,33.844883380450142,234,745,The March to Soap Creek,GHM,033-73,Concord Rd at Hicks Rd,382,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.578375,33.844877,1, ,{DB158408-8853-4491-A479-D3D55D70CAAD},
-84.558556132756991,33.849316920938954,235,641,Battle of Ruff's Mill,GHM,033-74,Concord Road just east of Nickajack Creek,383,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.558552,33.84931,2, ,{11A9AEAC-D0DF-4C71-9475-D3647147350D},
-84.558472593078434,33.849416123851682,236,651,Concord Covered Bridge,200, ,At Ruff's Mill on Concord Road at covered bridge,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.558468,33.84941,6, ,{62781ABB-C457-4B97-B457-EF5B8A467BD9},
-84.539584518775456,33.86683536344961,237,681,Hood's Corps at Battle of Ruff's Mill,GHM,033-75,Concord Road at Hurt Road,384,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.53958,33.866829,3, ,{E4A7AFDD-3F86-4CAE-B218-D99872410715},
-84.514349034424242,33.856832549750678,238,734,The Alexander Eaton House: Hood's Headquarters,GHM,033-78,South Cobb Drive (Ga 280) S of King's Spring Rd at hospital,387,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514345,33.856826,1, ,{24D18F8E-E6CB-4FA0-8EA3-490CA9B1631C},
-84.514666543408595,33.88333139104413,239,720,Smyrna Memorial Cemetery (Side 1),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514662,33.883325,1, ,{1F34879E-4B82-4114-9C13-4A5FD9D04748},
-84.514668199277565,33.883333445696032,240,721,Smyrna Memorial Cemetery (Side 2),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514664,33.883327,1, ,{B86088E5-BA0B-4009-BC0D-1CBC10211FBB},
-84.514762887076699,33.883525203399721,241,695,Mazie Whitfield Nelson (Side 1),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514759,33.883519,1, ,{E9E7648A-48E2-4407-B5DB-512D2314821F},
-84.514762059471536,33.883524524103613,242,696,Mazie Whitfield Nelson (Side 2),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514758,33.883518,1, ,{50EF75A4-570C-495F-8FB1-EB6F9EF25154},
-84.514970035869723,33.883417437391188,243,722,Smyrna's First Mayor (Side 1),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514966,33.883411,1, ,{A51983F3-1073-4581-ACC9-3385EE45CFD7},
-84.514971691465718,33.883419156632478,244,723,Smyrna's First Mayor (Side 2),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514967,33.883413,1, ,{F739933C-80DE-45FE-A3DC-1864E213DCCB},
-84.515000543147536,33.883221890776831,245,664,First Marked Burial (Side 1),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514996,33.883215,1, ,{26510FC1-65C0-4D9E-9465-6CD73D07413B},
-84.514998082570216,33.883222930101681,246,665,First Marked Burial (Side 2),SCA, ,"Smyrna Memorial Cemetery, Memorial Drive, Smyrna",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.514994,33.883216,1, ,{DC7F2058-B85B-4D47-93ED-FB41B22DAA6A},
-84.513814980368991,33.882976867432262,247,642,Battle of Smyrna,GHM,033-77,"Memorial Park on Atlanta Road, Smyrna",386,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.513811,33.88297,1, ,{620E4CDF-3A45-4262-BAEB-CB650C9257EB},
-84.344325878845183,33.780873578050183,248,863,Blue Star Memorial Highway,GCG, ,At Callenwolde on Briarcliff Road,0,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.344322,33.780867,1, ,{E22E8A29-11F4-4477-BB8A-016313E061C2},
-84.348841606832011,33.774783069146594,249,1222,Old Williams Mill Rd.,GHM,060-78,"Briarcliff Rd between St Charles Pl and St Augustine Pl, Atl",845,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.348837,33.774777,1, ,{BB46E9D5-5601-4093-92CF-773DA7EAC9C5},
-84.342069026879628,33.775248405578814,250,857,Alpha Delta Pi Memorial Headquarters,GHM,044-84,1386 Ponce De Leon Avenue,1301,13089,089,DeKalb,3,1,Atlanta Regional Commission RDC,-84.342065,33.775242,1, ,{08D00906-C567-48E7-9356-D6A794173B4C},
-84.356732726137892,33.769714747469244,251,1252,Stanley's Sector,GHM,060-81,"Ralph McGill Blvd just west of Linwood St, Atlanta",848,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.356729,33.769708,1, ,{15759803-DA9F-4831-8DFF-D6C32E69D6F4},
-84.35568089766177,33.766891160731944,252,1097,Augustus Hurt Plantation,GHM,060-80,Carter Presidential Center parking lot,847,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.355677,33.766885,1, ,{D7DFCB29-F306-475D-9745-7C4E29798844},
-84.355808116393035,33.766760082665172,253,1096,Augustus Hurt House,GHM,060-79,Carter Presidential Center parking lot,846,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.355804,33.766754,1, ,{74B1E0F3-30CE-437F-AA59-5349E75A004B},
-84.377953834715115,33.779463639765503,254,1240,Sector of Siege Line,GHM,060-82,"Eighth St just east of Penn Ave, Atlanta",849,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.37795,33.779457,1, ,{DCC23C9B-5032-4E16-A0A4-AFFC8D214AF5},
-84.383051687397639,33.773555020909704,255,1193,James J. Andrews,GHM,060-197,"Juniper and Third Streets, Atlanta",1870,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.383047,33.773549,1, ,{268518B1-C129-49C7-BEDF-0A5BD6F40175},
-84.384730906116317,33.772603574784448,256,1262,The Georgian Terrace Hotel, , ,"Front of hotel, Peachtree St just north of Ponce De Leon, At",0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.384727,33.772597,1, ,{394BE7FC-0BDE-4679-81D9-C9C9A9F0AD13},
-84.385302429200891,33.766346534318224,257,1235,Saint Luke's Episcopal Church 1864-1964,GHM,060-193,"435 Peachtree St, Atlanta",1794,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.385298,33.76634,1, ,{03B04B75-E9AA-49E8-90D3-9737E397E649},
-84.38863596986053,33.768329276842103,258,1099,Baltimore Block, , ,"West end of Baltimore Place, Atlanta",0,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.388632,33.768323,1, ,{14944D22-9C11-4045-87DA-24C0E357C3BA},
-84.426883428741903,33.826005827502108,259,1168,Green Bone Creek,GHM,060-54,"Peachtree Battle Ave east of Bohler Rd, Atlanta",798,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.426879,33.825999,1, ,{4699C447-A88F-40EA-B7BC-2F30606A9517},
-84.44895332602718,33.831347218616024,260,1147,"Fort Peachtree, War of 1812",GHM,060-194,Ridgewood Rd at Ridgewood Circle,1799,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.448949,33.831341,5, ,{74314EAC-5137-4E64-9FCB-1CC42189D032},
-84.433012299124954,33.849367644547407,261,1143,Federal Right Wing to Peachtree Creek,GHM,060-26A,"West Paces Ferry Rd at Paces Place, just west of I-75",1006,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.433008,33.849361,3, ,{7D57CF9E-691F-42CA-89BA-CE5622D3E83D},
-84.437934308511714,33.854153551689038,262,1142,Federal Right Wing,GHM,060-25B,West Paces Ferry Rd at Mt Paran Rd,1007,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.43793,33.854147,2, ,{1CCAC84A-279A-4341-93EF-BF2F8133210B},
-84.451747703843807,33.857688856088181,263,1225,Palmer's & Hooker's A.C. Cross the Chattahoochee,GHM,060-24B,West Paces Ferry Rd and River Forest Rd,1008,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.451743,33.857682,1, ,{06A26655-9241-4C15-B814-DE81E46C884A},
-84.450326508150326,33.858498387720942,264,1277,Union Defense Line,GHM,060-128,Lovett School on road east of traffic circle,1750,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.450322,33.858492,1, ,{717A8FE2-8A1E-48AF-98DE-E399396768A7},
-84.452734031868985,33.859590387942113,265,1221,Old Pace's Ferry Road,GHM,060-127,Lovett School traffic circle,1749,13121,121,Fulton,3,1,Atlanta Regional Commission RDC,-84.45273,33.859584,1, ,{A4464BE6-86AD-4025-8AEB-EA786AE2A8A8},
-84.455625282467196,33.85928787260665,266,739,The Errant Pontoon Bridge: Pace's Ferry,GHM,033-85,Paces Ferry Rd just west of Chattahoochee River bridge,416,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.455621,33.859281,1, ,{F40F75B8-17DC-44ED-9A73-C3BC172B8B26},
-84.456357627322717,33.859598068049465,267,730,The 14th & 20th A.C. Cross at Pace's Ferry,GHM,033-86,Paces Ferry Rd just west of Chattahoochee River bridge,417,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.456353,33.859592,1, ,{00C2ABF0-946C-476E-B8B8-B0159E3A918B},
-84.46839962340799,33.865979693542748,268,733,The 4th Corps at Vining's Station,GHM,033-83,"Paces Ferry Rd at the old RR station, Vinings",415,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.468395,33.865973,3, ,{071E28B7-3C3C-457D-86B6-4475AE6DB0C0},
-84.464547895555896,33.866764053632863,269,718,Site: Hardy Pace's Res. Howard's Headquarters,GHM,033-84,"At the house on Paces Mill Road, Vinings",427,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.464544,33.866758,1, ,{DD21669D-7BDB-4021-8572-63FD8EC76CE4},
-84.48020115934041,33.901608615326133,270,742,The Hargrove House,GHM,033-88,Cemetery at 2500 Windy Hill Rd between US 41 and I-75,419,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.480197,33.901602,1, ,{F67B8183-D213-4760-B724-021E1D764F9F},
-84.490181826135498,33.906258826632332,271,633,23d Army Corps to Soap Creek,GHM,033-82,US 41 north of Terrell Mill Rd,391,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.490178,33.906252,4, ,{D24AF151-7332-4014-8236-195664BDC8A9},
-84.534657106650471,33.937078979704964,272,737,The Bell Bomber Park,CMar, ,Fairgrounds Street just N of Ga 280 in Marietta,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.534653,33.937073,1, ,{1F3A2C9E-2AF6-487C-B39E-C77A7307CFF1},
-84.547796641855498,33.945142965775204,273,707,Rev. Thomas Milton Allen,CMar, ,Old Marietta City Cemetery,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.547792,33.945136,1, ,{B2D25E69-E88A-4A41-9F46-C1D583E77222},
-84.547643689158704,33.944858660930215,274,689,Lady in Black,CMar, ,Old Marietta City Cemetery,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.547639,33.944852,1, ,{07252606-280D-47E8-ABDD-08B376EA575A},
-84.547333493189797,33.943694402607974,275,694,Mary Phagan,CMar, ,Old Marietta City Cemetery,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.547329,33.943688,1, ,{0C3F7351-32E2-42CA-9345-1286F450757F},
-84.549014666542377,33.945243614014807,276,754,William Root,CMar, ,Old Marietta City Cemetery,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.54901,33.945237,1, ,{82AE1E78-AFF8-4063-9BB7-7074D2E395B6},
-84.548963509670358,33.94560172313345,277,711,S. V. Sanford,CMar, ,Old Marietta City Cemetery,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.548959,33.945595,1, ,{039114D6-29C5-4D64-A618-0FCEBA79CDFE},
-84.549108877552968,33.94566413723723,278,719,Slave Lot,CMar, ,Old Marietta City Cemetery,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.549105,33.945658,1, ,{778BA92A-55C5-48A2-AF8A-D36EFE09807A},
-84.548944768142348,33.94583434029277,279,652,Confederate Cemetery,GHM,033-106,"Near Confederate Monument, Confederate Cemetery, Marietta",830,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.548941,33.945828,1, ,{B064B9D9-B8A9-4F36-879C-AEC9EF08F518},
-84.549506799601744,33.945241403012879,280,667,Founder's Lot  William Harris,CMar, ,Old Marietta City Cemetery,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.549503,33.945235,1, ,{6DFF5EA6-E0B0-458A-887E-8E3D7E2F5C90},
-84.550147604258584,33.946956653022468,281,653,Confederate Cemetery,GHM,033-107,"Powder Springs Rd at Confederate Cemetery, Marietta",831,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.550143,33.94695,1, ,{D15170B6-E2E0-4502-8F9A-9EA59CAF6C5B},
-84.549373251786946,33.946898262674068,282,685,Joseph Emerson Brown Park,CMar, ,At Brown Park by Old Marietta Cemetery near Powder Springs R,0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.549369,33.946892,1, ,{728BDF5C-B7C0-4ABE-9DA9-4A53ADCD21F7},
-84.551061315591923,33.952708427545737,283,687,Kennesaw House,GHM,033-109,"At RR tracks at Kennesaw House, Marietta",1035,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.551057,33.952702,1, ,{C7BB15A7-2DEE-4DCB-898B-3DB811D9CF48},
-84.551036706113621,33.952735638669026,284,752,UDC and Kennesaw House,GHM,033-110,"At the Kennesaw House at the RR tracks, Marietta",1036,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.551032,33.952729,1, ,{1BB9DFF0-5368-4544-B9AE-859B42D30D02},
-84.551327550002256,33.953062794852791,285,632,1916 Glover Machine Works Locomotive,CMar, ,"At locomotive across railroad from Kennesaw House, Marietta",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.551323,33.953056,1, ,{68341682-0005-4773-BCAA-BBACCC9726BD},
-84.549616533750438,33.952441209037623,286,650,Cobb County,GHM,033-37,"South side of Square, Marietta",146,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.549612,33.952435,1, ,{5B223898-B863-4A2F-A3D0-D1E00D12327B},
-84.542941969483508,33.950383849209253,287,644,Blue Star Memorial Highway,GCG, ,"Marietta National Cemetery, Ga 120, Marietta",0,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.542938,33.950377,1, ,{03D1D3FE-3B40-48B7-9163-9CCADC3DCCB8},
-84.735078355081157,33.979448887838288,288,654,Dallas-Acworth Road,GHM,033-31,Due West Road at County Line Road,91,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.735074,33.979442,1, ,{FDDB23D3-80EA-4124-AD61-4AE26026AD48},
-84.734742596960686,33.979307536190653,289,680,Hood & Hardee Withdraw E. to R.R.,GHM,033-33,Due West Road at County Line Road,94,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.734738,33.979301,1, ,{E8B02F9A-3810-4EBE-87AB-7B4CC85E59BA},
-84.703077881910872,33.940776372962979,290,691,Lost Mountain Cross-Roads,GHM,033-3,Ga 120 at Ga 76 junction at Lost Mountain community,5,13067,067,Cobb,3,1,Atlanta Regional Commission RDC,-84.703074,33.94077,1, ,{CBE448C5-F1FF-49AB-A26A-0D22FCD6DC41},
